text,label_class,label
你好，上次体检尿常规化验单医生看了说我有点尿路感染，吃什么药好呢？,治疗方法,5
请问这个月来月经不正常仅一天量少呈黑色？,病因,1
癌症高发地区的人们如何防癌,预防,2
如果得了亚急性硬化性全脑炎挂啥科,所属科室,6
尿道感染流出黄色很浓液体·有异味·排尿有点疼,临床表现(病症表现),3
最近舌尖上有疮，用盐治疗过，效果不大。我可不可以用牛黄解毒片治？如果可以，要怎么治？,治疗方法,5
退烧是安乃近好还是布洛芬缓释胶囊好该用什么药,治疗方法,5
如果得了银屑病关节炎性巩膜炎治愈需要几年,治疗时间,11
脂肪栓塞综合征治好希望大么？,治愈率,8
我老公家族里是有哮喘的遗传史的，而这几天老公也总是在咳嗽，于是这让我非常的担心。想了解下咳嗽变异性哮喘的症状到底有哪些?,临床表现(病症表现),3
高锰酸钾中毒治愈概率几成,治愈率,8
请问子宫膜稍大有子宫肌瘤如何治疗？,治疗方法,5
"""患有内痔，大便正常，经常疼痛,应如何治疗？""",治疗方法,5
支气管哮喘为什么呼气比吸气困难？感觉就像是要憋死似的。,病因,1
如果得了板层状鱼鳞病治愈概率几成,治愈率,8
请问来士普和舒必利的适应症分别是什么可以给我介绍一下嘛,其他,12
问一下怎样解释癌症是啥意思,定义,0
晚上安静能听见左耳，心跳声，不定时的,临床表现(病症表现),3
请问月经推迟很多该怎么办？,治疗方法,5
尿道口有点红肿，不痒也不痛，刚刚开始就一点点红，这两好像尿道口红肿的面积扩大点,临床表现(病症表现),3
你好，麻烦问一下男科外伤治疗多长时间,治疗时间,11
宝宝五个半月这两天有口臭，大便很干怎么回事,病因,1
着床后会造成心悸吗,相关病症,4
头眩晕是高血压吗？,病因,1
之前洗澡发现大阴唇长了一个黄豆大小的包不痛不痒，然后我感觉周围好像有一些细小颗粒我是不是得了尖锐湿疣啊?,定义,0
男遗精年龄多少,临床表现(病症表现),3
尿道炎的症状是什么？,临床表现(病症表现),3
如何减掉臀部两边的肉？怀孕期间做的太多了臀部有很多的赘肉，有什么好的办法快速减掉臀部两边的赘肉呢。,其他,12
自发性气胸(呼吸内科)是什么病,定义,0
你好朋友、你说肾结石、你有办法帮到我、我不知那找你、你的QQ是什么,其他,12
13个月的宝宝不吃饭怎么了,病因,1
阿立哌唑片好像有分进口与国产的，请问国产跟进口药效一样吗？有什么区别？,其他,12
您好，医生，我想咨询一下尿道炎快好了，可以光吃罗红霉素么,治疗方法,5
心绞痛和胃痉挛的症状相似吗,临床表现(病症表现),3
小便刺痛有脓状分泌物,病因,1
胸廓出口综合征是什么病,定义,0
肚子不痛，但很想上厕所,临床表现(病症表现),3
问一下习惯性流产传染性强吗,传染性,7
问一下小儿两性畸形有什么一起出现,相关病症,4
尿道口刺痛，怎么回事？,病因,1
强迫症能成为正常人吗,治愈率,8
孩子大便脱肛是怎么回事,病因,1
山菇娘泡水喝能降血压吗,治疗方法,5
我的手脚冰冷，面色萎黄，而且形体还很消瘦，吃补中益气丸不知道适不适合我呢,治疗方法,5
您好，刚收到在健客网买的虫草清肺胶囊，不知对治疗气管炎效果如何？初患气管炎轻度肺气肿，请问用此药合适吗？,治疗方法,5
病毒性脑膜炎的病因是什么？,病因,1
我想请问一下，尿路感染是什么原因造成的？,病因,1
痔疮手术要注意什么,禁忌,9
怎样避开遗传性高铁血红蛋白血症,预防,2
胃病吃什么蔬菜好,禁忌,9
结肠镜和直肠镜有什么区别？,其他,12
打扰问一下II型糖尿病有什么并发症,相关病症,4
"""孩子手掌长的红斑块，越长越大，检查是血管瘤,1公分大,内蒙古手掌长有血管瘤有危害吗？""",相关病症,4
我该咋样防范宿醉,预防,2
咽喉癌怎么治疗？,治疗方法,5
老是尿频！怎么回事,病因,1
小便时痛是怎么回事，这个情况已经有一个多星期了开始时没有注意,病因,1
怎么治疗老年人正常压力脑积水,治疗方法,5
昨晚上就磨破了皮，今天早上发现留黄水了，用什么药消毒呢？,治疗方法,5
风湿性心脏病二尖瓣病变的治疗方法有哪些,治疗方法,5
安庆市治疗小儿麻痹症哪个医院好？,其他,12
甘油三酯265特别害冷心脏供血不足头痛手脚有时麻木,临床表现(病症表现),3
小孩牙床全肿，不吃饭，有时还出血！！,临床表现(病症表现),3
冒昧问一下枢椎齿突骨折检查什么,化验/体检方案,10
人流对身体有什么不好？,相关病症,4
肛门上突然长了一个丁丁，是前两天的事，那时候感觉有点痛，不过现在不痛了，但是丁丁还在，请问是怎么回事啊,病因,1
是不是孕妇期很容易长痔疮啊？,病因,1
心脏毛病现在吃的是达比加群酯胶囊，还有别的医保可以报销的药吗？,其他,12
在吃中药调理胃，乌灵胶囊可以同时chim现在胃好点睡眠不好家里有乌灵胶囊，想把胶囊去掉倒进中药里一起吃可以吗,其他,12
我的眼睫毛都是稀而短，很难看，可以通过什么方法来增长眼睫毛吗？会有效果吗,其他,12
慢阻肺的临床表现有哪些？,临床表现(病症表现),3
请问宝宝要天天吃鱼肝油和钙吗？老婆天天给宝宝喂这些，真怕把宝宝喂出个什么病来，急！,其他,12
您好小儿骶尾部畸胎瘤要看什么科,所属科室,6
变异性哮喘的症状有哪些?,临床表现(病症表现),3
"""婴儿头部小面积发黑，疑似血管瘤,如果确诊是海绵状的血管瘤，内蒙古婴儿头部海绵状的血管瘤能治好不？""",治愈率,8
139血压是否高血压？,定义,0
"""我家孩子的血管瘤说至少还要等上一个多月才能治疗.这几天我吃不好睡不好,非常担心,怕隔这么长时间又会继续长大,怕治疗会留下后遗症,内蒙古婴儿有血管瘤什么时间治疗好？""",治疗时间,11
什么手段可以抵御肠气囊肿,预防,2
心绞痛可以吃猪芯吗,禁忌,9
今天突然腿痛，到医院检查是腰椎间盘左突。今年初开始，腰痛时常疼痛。请问，医生，我还能活吗。。。。,治愈率,8
大面积脑梗塞能活多久,治愈率,8
冒昧问一下妊娠性急性阑尾炎要做什么化验治疗吗,化验/体检方案,10
我怀孕快三个月了，头痛能喝金菊五花茶颗粒，有什么需要注意的呢？在饮食和作息方面的,禁忌,9
日屁股容易怀孕吗？还是有什么别的容易怀孕的体位可以推荐给我这样呢？,其他,12
冒昧问一下甲型H1N1流感治愈概率几成,治愈率,8
盐酸芬氟拉明有卖的吗,其他,12
颅内转移瘤怎么诊断,化验/体检方案,10
心悸有什么表现,临床表现(病症表现),3
卵磷脂小体50%/HP，脓细胞3+什么意思,定义,0
直肠腺癌中分化，淋巴结没转移。有中药可以辅助治疗吗？,治疗方法,5
左手臂发麻疼痛什么原因,病因,1
宝宝不肯吃饭是什么原因？,病因,1
运动过后心绞痛怎么办,治疗方法,5
宝宝最近晚上睡前总是说屁眼那里痛，会不会是痔疮啊？平时拉屎拉点点先都会有点硬。该怎么办才好！,治疗方法,5
尿道炎反复发作怎么办,治疗方法,5
我现在正在月经期，但两天前突然开始下体瘙痒还一直想上厕所，但每次都尿不多，这是怎么回事,临床表现(病症表现),3
心绞痛的症状吃什么药,治疗方法,5
胸部创伤是什么病,定义,0
有痔疮能吃灵芝吗？,禁忌,9
我是做甲状腺切除的患者付优甲乐有2年了还需要在服用吗？,治疗方法,5
你好，麻烦问一下大肠息肉病症表现,临床表现(病症表现),3
公公今年68了，得了白癜风，为什么老年人也得白癜风呢,病因,1
蝉蜕能降血压吗？血压高的人吃了有什么好处，有什么坏处？,治疗方法,5
打扰问一下手部血管损伤做啥检查,化验/体检方案,10
婴儿拉肚子吃什么好？,治疗方法,5
一个多月的宝宝大便比较稀怎么办,治疗方法,5
如果得了铁利用性贫血有什么一同出现,相关病症,4
你好姚医生我的宝宝三个月大了，她最进这几次都三四天都不大便，每次都要用肥皂通，这是怎么回事啊！要不要紧哦！我好着急哦！,病因,1
请教一下肺芽生菌病做啥检查,化验/体检方案,10
高血压会引起心慌吗,相关病症,4
心包切开术后综合征是什么病,定义,0
老年人钙化性瓣膜病治好希望大么？,治愈率,8
老年人糖尿病周围神经病会传染给哪些人,传染性,7
我该怎样逃避电解质紊乱,预防,2
晚上失眠白天也不困是怎么回事啊吗，怀孕6个月出现这种情况有什么好的办法可以改善啊？,治疗方法,5
脾胃虚会不会引起内分泌失调,相关病症,4
您好头皮脓疱糜烂性皮病多大概率能治好？,治愈率,8
是有段时间了的，有没有什么办法可以帮到我啊？膀胱结石,治疗方法,5
解大便困难，有血，去医院说直肠里长了囊肿，做了病理检查，结果还没有出来，我该怎么办？,治疗方法,5
请问脑萎症状表现是什么,临床表现(病症表现),3
两个月大的宝宝好几天没大便,临床表现(病症表现),3
一岁宝宝智力发育迟缓怎么办？有办法能够解决这个问题嘛？,治疗方法,5
晕痛定胶囊这个药物能不能长期吃的啊，不知道治疗偏头痛怎么样呢,治疗方法,5
抑郁是什么病？,定义,0
火器性颅脑损伤治好希望大么？,治愈率,8
宫颈癌前病变是做锥切好点还是子宫切除好点,治疗方法,5
我有心脏早搏，今天喝了柠檬加蜂蜜水，心慌了，这样子我是需要怎么治疗，去医院吗,治疗方法,5
医生，请问感冒了可以去体检吗,化验/体检方案,10
脑发育不全性脑积水怎么诊断,化验/体检方案,10
多囊胰岛素偏高，垂体泌乳素偏高，需要吃二甲双胍跟溴隐亭吗？（因图片为用户隐私，暂无法显示，如有同样问题请直接对医生提问）,治疗方法,5
我今年47岁了，可能是有些更年期综合症了吧，我是不是可以用补血当归精？,治疗方法,5
您好急性化脓性脊髓炎可治率多高？,治愈率,8
黄褐斑治好希望大么？,治愈率,8
我想请问一下，老是觉得小便后有尿不尽的感觉，盆腔位置,临床表现(病症表现),3
怎么治疗气胸,治疗方法,5
长期小便黄，小完便后有时就会尿刺痛，这是什么情况？,定义,0
心绞痛为什么会引起腹痛？,相关病症,4
引起慢阻肺的病因有哪些?,病因,1
猴痘要治几多时间,治疗时间,11
患弥漫性脂肪瘤要怎么办,治疗方法,5
请教一下支原体感染治疗时间长吗,治疗时间,11
慢阻肺是一种什么样的病,定义,0
面肌抽搐要治多久,治疗时间,11
创伤性气管及主支气管损伤有什么伴随发生,相关病症,4
医生给妹妹开了奥氮平片，治疗神经病症状的，必须长期服用这个药吗？会有副作用吗？,治疗方法,5
孕期睡眠不好怎么办？每天晚上睡觉总感觉腰酸背痛，睡不着怎么办？,治疗方法,5
反胃可以吃什么？,治疗方法,5
小儿颅内出血的是什么原因啊,病因,1
心梗未安装支架，出院后医生开了阿托伐他汀钙片，服用后就一直咳嗽，这样的病情，应该怎么样对症下药比较合适呢？,治疗方法,5
帕金森患者除了运动障碍外还有哪些症状？,临床表现(病症表现),3
食滞胃脘主证需要做什么检查,化验/体检方案,10
小便恐惧是什么病？,定义,0
我在医院检查出有甲亢，哪种治疗甲亢的药物效果最好，甲亢灵片可以吗,治疗方法,5
孕妇失眠还困睡不着怎么办？请问有没有什么改善的办法呢？求推荐。,治疗方法,5
小脑脑桥角脑膜瘤有什么饮食禁忌吗？,禁忌,9
这个要一个疗程是多久啊盐酸氟西汀分散片中风后的抑郁症，情况呢还好吧,治疗时间,11
黄水疮要看什么科,所属科室,6
"患有内痔七八年，干活多了或上火了就较严重,肛门内边会出现有大豆大的疙瘩,劳累后就会痛,有什么偏方可根除？",治疗方法,5
爬上二楼心脏跳得特别厉害，感觉要掉下去的感觉，站不住，只能趴着，好一会才能好转,临床表现(病症表现),3
你好心脏病的人能喝生脉饮吗,禁忌,9
我朋友前两天检查出继发性肺结核，我现在去看他（还没有开始治疗）我应该注意什么，能和他有身体接触吗,传染性,7
冒昧问一下旋毛虫病的治疗周期,治疗时间,11
大夫您好，想向您咨询女性尿急尿频，次数多但尿量不多，是哪里出问题了呢,定义,0
外痔怎么治疗,治疗方法,5
您好，我想请问一下尿频吃什么药，现在急着用帮帮忙,治疗方法,5
如果得了先天性小肠闭锁和肠狭窄能治好不,治愈率,8
颈椎疼、恶心、四肢无力、总想睡觉请问我得的是什么病呢.?,定义,0
7个月小孩拉肚子怎么办吃什么药？,治疗方法,5
尿液呈黄色，是什么原因啊,病因,1
坐骨神经痛的症状表现是什么,临床表现(病症表现),3
胶样粟丘疹要治多久,治疗时间,11
冒昧问一下眼眶肌炎属于什么科,所属科室,6
请问得了尿潴留治疗多长时间,治疗时间,11
打扰问一下下腔静脉后输尿管能感染到其他人吗,传染性,7
慢阻肺气短，心衰，睡短觉，夜尿频，差不多一小时次，尿无力。还有腔性脑梗。中度高血压。,临床表现(病症表现),3
您好，请问下，我从昨天开始就一直尿频尿，怎么办好呢,治疗方法,5
打扰问一下小儿继发性免疫性血小板减少性紫癜能否治好,治愈率,8
请问高血压能吃牛肉吗,禁忌,9
心绞痛可以少量喝酒吗,禁忌,9
一岁的宝宝大便之后，肛门带血怎么办？,治疗方法,5
"怀孕7个月了,胃痛怎么办",治疗方法,5
请问泌尿系感染吃什么药,治疗方法,5
请问月经后一直出血怎么回事？,病因,1
正常人会心悸吗,临床表现(病症表现),3
肾结石多大需要做手术,治疗方法,5
问题脑出血的病人怎样对待,治疗方法,5
我想请问一下，尿频、尿急，一直想上厕所,临床表现(病症表现),3
前一段时间我吃了稳心颗粒，后来才知道自己怀孕了，麻烦医生解答，就怕留下后遗症.,治疗方法,5
孕妇晚上睡觉全身痒睡不着，是怎么回事呢？我现在怀孕32周，有知道的妈妈吗？,病因,1
膝盖下面的骨头疼，拍片说没事，可是一直会疼给这个问题一直困扰着呢？希望可以得到解决,治疗方法,5
请教一下汗管棘皮瘤多大几率能治好,治愈率,8
孕妇拉肚子了,临床表现(病症表现),3
男性小便疼痛吃什么药,治疗方法,5
小孩多动症吃什么药？侄子2岁了，最近才发现有点多动，请问要吃什么药啊？,治疗方法,5
我是变异性哮喘，请问可以治疗吗,治愈率,8
心率快是怎么回事浑身没力气,病因,1
心悸喝中药能治好吗,治愈率,8
19岁胸疼是否正常，还是病呢？,定义,0
什么方法能防止急性化脓性腮腺炎,预防,2
七个月孩子拉肚子吃什么主食最佳,治疗方法,5
您好青少年及小儿子宫颈癌治疗多长时间,治疗时间,11
冒昧问一下小儿呕吐治愈比例,治愈率,8
阿立哌唑口腔崩解片对治疗精神分裂的疗效不错，请问阿立哌唑口腔崩解片可以长期服用吗？,治疗方法,5
我一餐吃最小碗的份量饭，肚子都会好饱，一天都不饿，体重还连续上升，这是怎么了,临床表现(病症表现),3
高血糖能吃炒板栗子吗？朋友推荐青钱柳树复合茶使用后现在相比以前好些了，问问高血糖不能吃哪些?,禁忌,9
我开始是手有点关节地方痛，是否可以治疗该问题啊？该如何啊,治疗方法,5
冒昧问一下浸润性乳腺癌如何体检,化验/体检方案,10
胸腺瘤是什么病,定义,0
宝宝体温反复，最高37.3，食欲不佳，无其他明显症状,临床表现(病症表现),3
中青年女性是甲状腺癌的高危人群，为什么,病因,1
甘油三酯是2.79，算不算高？,临床表现(病症表现),3
1岁宝宝能不能擦麝香祛风湿油？会对宝宝有不好的影响不！,禁忌,9
我想同时使用康片和索里昂，这样可以的吗？,禁忌,9
用网上卖的金琥消痔膏能治疗内痔吗？应如何治疗？,治疗方法,5
如果得了非细菌性血栓性心内膜炎治疗周期？,治疗时间,11
，我这两天小肚子有些痛，小便有点急,临床表现(病症表现),3
问一下尾蚴性皮炎的治疗周期,治疗时间,11
请问一年内可以做两次脑部ct吗？,化验/体检方案,10
我该怎样抵制小儿热带巨脾综合征,预防,2
我吃岩鹿乳康片半年多了，吃的胃口不好了，我想换一种药，我血压还高。请问吃什么药好？,治疗方法,5
六个月大心脏房间隔缺损现在好像营养缺乏，不知道能补钙吗,禁忌,9
吃什么药物对身体既没害又能根治慢性直肠炎？,治疗方法,5
要如何治疗强迫症,治疗方法,5
皮肤发黄，小便发黄，巩膜发黄，手心发热,临床表现(病症表现),3
成年人睾丸只有8毫升？,临床表现(病症表现),3
这种输尿管结石的病情有什么药是可以缓解的，见效快的药会不会有副作用,治疗方法,5
我有时月经隔断，现在还有点头晕眼花，大姨妈来的时候失眠,临床表现(病症表现),3
每次月经来都会肚子疼,临床表现(病症表现),3
媳妇怀孕了吃了很多凉拌的鱼腥草会怎么样前面不知道这几天才用早早孕检查出来的,禁忌,9
"頭腦空白很會發呆,很會走神,很像傻子,注意力不集中,感觉大脑变得迟钝,記憶下降",临床表现(病症表现),3
我妈妈检查出是冠心病了，朋友建议服用芪苈强心胶囊这个药治疗，芪苈强心胶囊可以有效治疗吗？,治疗方法,5
运动性哮喘能治得好吗?,治愈率,8
最近怎么老是放屁,病因,1
颅骨缺损怎么回事？,定义,0
"医生我想咨询一下,我错把牙痛停滴丸当口服的药吃了，疼的都睡不着觉，吃不了东西",治疗方法,5
医生，我最近小便带血刺痛，好担心，该怎么办好呢,治疗方法,5
问一下颠茄碱类植物药物中毒要看什么科,所属科室,6
请问月经正常卵泡持续长大不破怎么办？,治疗方法,5
咳嗽感冒咳了很久了支气管炎,临床表现(病症表现),3
孩子心脏增大是什么病？,定义,0
阴茎表皮痒是怎么回事？,病因,1
多年痔疮可以做电子视频肠镜么？,化验/体检方案,10
怎么预防心悸,预防,2
心前区隐痛是怎么回事？,定义,0
右肺空洞形成咳嗽咳痰发热2天,临床表现(病症表现),3
我经常手脚多汗怎么治疗好,治疗方法,5
医生您好，我最近尿道口有灼热感，该怎么办，吃什么药好呢,治疗方法,5
我是高三的体育特长生平常训练导致小腿前面那根大骨头疼请问医生这是什么情况呢,定义,0
请教一下散光会传染给哪些人,传染性,7
尖锐湿疣手术后还需要用药物治疗吗？我昨天动了手术，可医生说还要用药物治疗5到7天，可我打电话咨询确说不用了，这是怎么回事啊？,治疗方法,5
恶性淋巴瘤如何治疗,治疗方法,5
"还是不能勃起,什么药物具有治疗这个症状的疗效？",治疗方法,5
以前以为所有糖尿病患者都可以吃消渴丸，其实不然，有哪些人是不可以吃的？,禁忌,9
你好，麻烦问一下小儿盘肠气痛有什么一并发生,相关病症,4
窦性期前收缩是什么病,定义,0
亚急性感染性心内膜炎的治疗方法有哪些,治疗方法,5
你好我29周检查左脑室宽9毫米，33周查还是9多久她自己才能吸收啊,治疗时间,11
突发心悸怎么处理,治疗方法,5
就是搬东西的时候扭了一下，拍片子了，医生说不是腰间盘，歇几就好了，这歇两天了，咋还疼呢,治疗方法,5
肾结石在饮食上应该注意哪些？,禁忌,9
咳嗽变异性哮喘能根治吗,治愈率,8
肺癌的患者进行化疗有用吗,治疗方法,5
男性尿道瘙痒是怎么回事,病因,1
女人恶心，分泌物多，下面憋的很,临床表现(病症表现),3
内分泌不调会引起恶心吗,相关病症,4
我是甘油三酯高788底在100高压150请问医生我该怎样自疗。（,治疗方法,5
口蹄疫会传染给其他人吗？,传染性,7
冒昧问一下赤膜下垂有什么并发,相关病症,4
几天前喝了点酒。喝的有点多。回来后我就老觉得身体不舒服，心里扑通扑通地跳。去医院检查说是急性心肌梗塞。我想知道急性心肌梗塞死亡的人多吗？,治愈率,8
感觉有虫在咬庇股（肛门痒痒的）三天．上星期四开始买阿笨达唑药吃，每晚睡前吃两噗粒，吃了四天晚上还觉得有虫蛲感，怎么办叱？,治疗方法,5
医生，您好，马来酸噻吗洛尔滴眼液主要用于治疗什么眼睛疾病？,治疗方法,5
高血压肾损害的治疗方法有哪些,治疗方法,5
请问胎儿肾盂扩张了怎么办？,治疗方法,5
经常大便的时候有一个肉球凸出来，但是平时也不痛。大便后它又会自己缩回去的。像这种情况一般医生建议手术吗？或者怎么样？,治疗方法,5
我该怎样绕开Austin型幼儿脑硫脂病,预防,2
肘关节强直要挂什么科室,所属科室,6
高血压跟胃溃疡吃什么维生素,治疗方法,5
心绞痛是什么症状,临床表现(病症表现),3
您好，请问一下，右手第五掌掌骨骨折而且现在还有点畸形了是不是一定的做手术了？,治疗方法,5
感冒好几天了，现在就是浑身无力，身后阴风一阵一阵的，是怎么了,定义,0
老婆患有痔疮，便血。痔疮是怎么引起的？,病因,1
慢阻肺患者如何安然度过冬？,预防,2
四天没有大便,临床表现(病症表现),3
痔疮出血比较多，不疼要来看的话，挂什么科？痔疮出血比较多，不疼要来看的话，挂什么科。,所属科室,6
小孩大便出血是怎么回事,病因,1
大便出血，刚开始肛门有点痛！然后就不痛！就开始出血了！挺多的！怎么回事啊？,病因,1
你好，麻烦问一下急性出血性坏死性肠炎要治多久,治疗时间,11
脑瘤传染吗,传染性,7
一跑步打篮球就呼吸困难咳嗽，呼吸时有哮鸣音。以前没出现过这种情况，今年三月份开始出现的,临床表现(病症表现),3
早晨毫无征兆的被人叫起床，就一直感觉心慌。请问怎么回事？,病因,1
眼眶脑膜瘤要检查啥项目？,化验/体检方案,10
我今年25岁了，最近一段时间总是觉得身体有些难受，浑身不自在，到医院检查之后医生说我得了哮喘，我想问一下哮喘如何治疗？,治疗方法,5
病毒性脑膜炎如何预防？,预防,2
锁骨下动脉盗血综合征挂啥科,所属科室,6
便血怎么办而且很多吃什么药,治疗方法,5
小儿尖端扭转型室性心动过速是什么病,定义,0
右后背脊柱右不舒是什么毛病？CT右肺条索阴影,定义,0
新生儿反应低下临床表现,临床表现(病症表现),3
土豆片能跟治痔疮么。葡萄干能根治痔疮么,治愈率,8
阴茎破皮了怎么办,治疗方法,5
脑发育不全性脑积水易发人群有哪些,病因,1
50天的宝宝边吃边吐奶是怎么回事?,病因,1
高压93低压67还需要继续喝厄贝沙坦分散片吗,治疗方法,5
您好，请问女性尿不尽吃什么药,治疗方法,5
请问胸膜炎会复发吗,治愈率,8
直肠粘膜内脱是因为什么原因？,病因,1
孕妇得痔疮怎么办,治疗方法,5
宝宝肚子咕噜咕噜的响怎么回事,病因,1
你好医生.痔疮会导致下腹很痛吗?,相关病症,4
老年人胃食管反流病病症表现,临床表现(病症表现),3
我的屁眼一擦屁股就破皮，纸上有血，好几年了，记得几年之前擦屁股把皮擦破，以后就经常擦破皮，怎么办？,治疗方法,5
尿道口疼，流白色液体,临床表现(病症表现),3
脑血管瘤怎么办啊,治疗方法,5
我想请问一下，小便刺痛，持续不好怎么办？,治疗方法,5
这几天突然肚胀和希拉，吃了保济丸同健胃整肠丸只好了一天又开始这样，是怎么回事,病因,1
得水痘有肠胃炎怎么办,治疗方法,5
心肌梗死后心包炎是什么病,定义,0
左氧氟沙星几小时吃一次，我是急性比较重能不能四小时吃一次，一次两颗。,治疗方法,5
什么是宫颈癌,定义,0
摔床下后胃口不好,临床表现(病症表现),3
尿道感染吃什么药好,治疗方法,5
我是甲亢患者，感冒了可以吃感冒药治疗的吗？,治疗方法,5
失眠吃了奥氮平和碌硝西怑都睡不着，怎么办8,治疗方法,5
小儿遗传性口形细胞增多症有什么并发,相关病症,4
痔疮手术后可以吃鸡肉吗,禁忌,9
晚上老是想上厕所是怎么回事？,病因,1
睡眠心悸怎么办,治疗方法,5
为什么口腔不洁可能会引发心梗？,病因,1
尿路感染会引起发烧吗？,相关病症,4
盐酸贝尼地平片对心绞痛有效果吗？,治疗方法,5
脚趾缝里长出了一截瘤子走路疼顶的半个趾甲都没有了,临床表现(病症表现),3
子宫切除术后会阴疝治疗周期？,治疗时间,11
心肌梗死是怎么回事？,定义,0
肚脐周围痛，大便干而且臭,临床表现(病症表现),3
血管瘤求助怎么办呢？长在我家孩子脚趾的血管瘤，4个多月了，一直在长的血管瘤，内蒙古婴儿在脚趾长了血管瘤怎么治啊？,治疗方法,5
睡觉失眠多梦怎么办啊？有什么办法可以缓解吗，请问吃什么好呢？,治疗方法,5
您好!伤口处有一层淡黄色粘稠物用碘伏涂擦变白怎么回事,病因,1
肛肠病肛门下面有个小眼是怎么回事？刚开始？肛门下面有个小眼是怎么回事？刚开始流血，现在流脓。,病因,1
老年人正常压力脑积水的是什么原因啊,病因,1
患有胸膜炎并在出现了咳嗽的现象应该怎么办？,治疗方法,5
九个月的孕妇可以吃枯草杆菌二连活菌颗粒和尼美舒利颗粒吗？,治疗方法,5
左边头痛像针刺一样痛怎么办呢？请问有什么办法可以缓解呢？,治疗方法,5
脑瘫儿早期有什么前兆?,临床表现(病症表现),3
我的孩子。大便干燥怎么办,治疗方法,5
胃火很旺怎么办还高血压,治疗方法,5
请教一下非肾上腺素增生性假两性畸形要治几多时间,治疗时间,11
病尿病十五年了今年才血压高如何处理,治疗方法,5
查血糖前注意哪些？明天去。,化验/体检方案,10
闻到烟味就头疼怎办啊呢？怀孕后我很受不了这些难闻的味道，每天都闻到很难受啊。,治疗方法,5
老年人脑血管瘤怎么治疗最好,治疗方法,5
打扰问一下急性肠系膜上静脉血栓形成可以治好吗,治愈率,8
甲亢第三次复发不知道要用什么方式治疗？今年28岁未生育。希望以后不要影响生宝宝。,治疗方法,5
左边肚子疼，疼了半天了，拉肚子拉了两天,临床表现(病症表现),3
请问用西药洗液治疗霉菌性阴道炎的效果好不好？,治疗方法,5
什么方法能绕开小儿遗尿,预防,2
冒昧问一下混合痔治好要多少天,治疗时间,11
生痔疮怎么自愈,治疗方法,5
输尿管肿瘤看什么医生,所属科室,6
我想请问一下，尿道口发红疼痛是怎么回事,病因,1
你好，麻烦问一下小儿眼-耳-脊椎综合征看啥科呢,所属科室,6
颈部核磁发现有一花生米大小的血管瘤，现在孩子的血管瘤越长越大了，内蒙古婴儿为什么会长血管瘤？,病因,1
我家老人75岁，风湿类心脏病，常吃稳心颗粒。请问医生还能换一种药吗,治疗方法,5
近期服用过单胺氧化酶抑制剂的抑郁症患者，能用百优解来治疗吗？,治疗方法,5
外痔的治疗方法和口服药物？外痔的治疗方法和口服药物。,治疗方法,5
变异性哮喘不可以根治吗,治愈率,8
前列腺结石是怎么形成的请知道的医生说一下，谢谢,病因,1
右室双出口是什么病,定义,0
您好！小孩可不可以贴羚锐辣椒风湿膏？,治疗方法,5
咳，有黄痰，嗓子疼，耳朵也有点疼。,临床表现(病症表现),3
你好，医生，请问一下窦性心过速怎样治疗？我吃稳心颗粒效果好吗,治疗方法,5
如果得了颜面部疖痈做啥检查,化验/体检方案,10
睡觉腿抽筋怎样回事，我怀孕8个月了最近这几天晚上睡觉腿老是抽筋，请问这是什么原因啊？,病因,1
怎样使晚上睡好觉？怀孕37周了晚上怎样都睡不着，而且眼光光看着天亮好烦恼！,治疗方法,5
我想请问一下，晚上尿频，一会一次，无法入睡，白天无此症,临床表现(病症表现),3
怀孕初期坐骨神经痛怎么办啊，大家都是这样的吗，应该怎么缓解呢？,治疗方法,5
髓母细胞瘤是怎么回事,定义,0
小便费力怎么办？,治疗方法,5
每天醒来肚子咕噜折腾，不舒服，不知道进行的治疗就是有什么的办法,治疗方法,5
您好玫瑰糠疹表征是啥,临床表现(病症表现),3
如果得了钱币状湿疹病症是啥,临床表现(病症表现),3
最近经常咳嗽，流鼻涕眼泪。,临床表现(病症表现),3
阴茎龟头很敏感怎么办？,治疗方法,5
宝宝便秘大便很干,临床表现(病症表现),3
拉肚子一天三次怎么办啊,治疗方法,5
支气管扩张咳血有什么好的治疗方法?,治疗方法,5
"""小孩子老是拉肚子,怎么办""",治疗方法,5
检查，确定有点肛裂，肛肠科和皮肤性病科好像都在同一个地方办公，会不会被交叉传染上性病呢？很担心！,传染性,7
高血压脑出血80毫升严重瘫痪半年了，长年卧床不起，吃的特别多能吃你看能活多久,治愈率,8
尿频尿急尿不尽吃什么药好？,治疗方法,5
扩张型心肌病患者不能吃什么？,禁忌,9
我血压50到80低血压是因为什么呢？,病因,1
慢阻肺有什么症状？,临床表现(病症表现),3
冒昧问一下巴顿骨折化验什么啊,化验/体检方案,10
您好，我想请问一下，阴茎短小有什么药？,治疗方法,5
你好，反复咳嗽好长时间，肺不舒服是什么情况？？,临床表现(病症表现),3
什么方法能避开前列腺脓肿,预防,2
我妈妈血糖高血压高有轻微脑梗塞通过什么办法能彻底治好吗？,治愈率,8
肚子疼，已经两天了,临床表现(病症表现),3
牙齿过敏可以挂什么科,所属科室,6
临界高血压该怎样调理？,治疗方法,5
能不能用双氧水洗过再用碘酒洗,治疗方法,5
请问得了动脉硬化性闭塞症能否治好,治愈率,8
